x,y,z
781.5,160.5,1286.8727843137256
782.5,161.5,1286.4993333333334
783.5,162.5,1286.4993333333334
783.5,163.5,1286.4993333333334
783.5,164.5,1286.4993333333334
783.5,165.5,1286.4993333333334
783.5,166.5,1286.4993333333334
783.5,167.5,1286.4993333333334
783.5,168.5,1286.4993333333334
783.5,169.5,1286.4993333333334
783.5,170.5,1286.4993333333334
783.5,171.5,1286.4993333333334
783.5,172.5,1286.4993333333334
783.5,173.5,1286.4993333333334
783.5,174.5,1286.4993333333334
783.5,175.5,1286.4993333333334
783.5,176.5,1286.4993333333334
782.5,177.5,1286.4993333333334
781.5,178.5,1286.4993333333334
780.5,179.5,1286.4993333333334
779.5,180.5,1286.4993333333334
778.5,181.5,1286.4993333333334
777.5,182.5,1286.4993333333334
776.5,183.5,1286.4993333333334
775.5,184.5,1286.4993333333334
774.5,185.5,1286.4993333333334
773.5,186.5,1286.4993333333334
772.5,187.5,1286.4993333333334
771.5,188.5,1286.4993333333334
770.5,189.5,1286.4993333333334
769.5,189.5,1286.4993333333334
768.5,190.5,1286.4993333333334
767.5,190.5,1286.4993333333334
766.5,190.5,1286.4993333333334
765.5,191.5,1286.4993333333334
764.5,192.5,1286.4993333333334
763.5,193.5,1286.4993333333334
762.5,193.5,1286.4993333333334
761.5,194.5,1286.4993333333334
760.5,195.5,1286.4993333333334
759.5,195.5,1286.4993333333334
758.5,195.5,1286.4993333333334
757.5,196.5,1286.4993333333334
756.5,197.5,1286.4993333333334
755.5,198.5,1286.4993333333334
754.5,199.5,1286.4993333333334
753.5,199.5,1286.4993333333334
752.5,199.5,1286.4993333333334
751.5,200.5,1286.4993333333334
750.5,200.5,1286.4993333333334
749.5,200.5,1286.4993333333334
748.5,201.5,1286.4993333333334
747.5,201.5,1286.4993333333334
746.5,201.5,1286.4993333333334
745.5,201.5,1286.4993333333334
744.5,202.5,1286.4993333333334
743.5,202.5,1286.4993333333334
742.5,202.5,1286.4993333333334
741.5,203.5,1286.4993333333334
740.5,204.5,1286.4993333333334
739.5,204.5,1286.4993333333334
738.5,204.5,1286.4993333333334
737.5,204.5,1286.4993333333334
736.5,204.5,1286.4993333333334
735.5,204.5,1286.4993333333334
